modismo;significado;ejemplo;fuente
gancho;Utensilio con un soporte en la parte superior de un soporte triangular, del que se cuelga la ropa.;Brindamos soluciones de exhibición para sus tiendas de ropa, ganchos de madera y de metal, entre otros.;DICOL
garlancha;Pala, herramienta formada por una plancha rectangular sujeta a un mango cilíndrico y largo, que se usa para cavar, trasladar o recoger algo.;Los contratistas emplean el mínimo de personal, y todavía trabajan a punta de carretilla y garlancha.;DICOL
garlar;Hablar.;Hoy quienes se destacan en el aula son los que más garlan o escuchan música.;DICOL
garlero;Referido a una persona, que habla demasiado.;Yo, que se lo cuento con riesgo de que su comadre, si lo sabe, me diga un día, que esté lunática, que soy un garlero, sé lo que hago.;DICOL
garoso;Referido a una persona o un animal, que come en forma abundante y desordenada.;¡Qué perro tan garoso! Se comió la comida de los demás y se indigestó.;DICOL
garra;Persona o animal, flaco y desgastado.;Ya te había dicho que dejó de comer unos buenos días y que está como una garra.;DICOL
garrafa;Recipiente de plástico, de diversas medidas, que se usa para almacenar líquidos.;Tráigame una garrafa de leche y una de agua con gas.;DICOL
garrafón;Recipiente de plástico o de vidrio que almacena entre 18 y 25 litros de líquido.;Al proporcionarle al garrafón una inclinación de 60º, el agua puede ser extraída en su totalidad.;DICOL
garulla;Pan amasado con harina de maíz, de trigo, manteca o mantequilla y cuajada fresca, ingredientes adicionales dependen de la región.;La idea es declarar la almojábana, la garulla y algunos postres como el requesón, patrimonio del departamento.;DICOL
gaseosa;Bebida refrescante de diversos sabores, generalmente envasada en botella o en lata.;El mercado de gaseosas y jugos ha visto un mayor consumo por la renovación de las marcas existentes en el mercado.;DICOL
gasimba;Bebida refrescante de diversos sabores, generalmente envasada en botella o en lata.;Mi mamá varias veces me cascó por romperle cosas, entonces salíamos a la calle y durábamos hasta las doce de la noche apostando la gasimba.;DICOL
gasolinero;Relativo a la gasolina.;Se deben establecer protocolos que permitan formular un consorcio de microorganismos para el tratamiento de lodos residuales de la industria gasolinera.;DICOL
gastar;Dedicar cierto tiempo haciendo una actividad.;Gastamos más de lo pensado en corregir el trabajo.;DICOL
gasto;Colaborar eficazmente en la realización de un trabajo o esfuerzo colectivo.;Creo que jugamos bien, hicimos el mayor gasto y hubiera sido injusta la derrota.;DICOL
gata;Enfrentarse a grandes necesidades o dificultades.;"El planeta podría verse a gatas para capturar buena parte del dióxido de carbono emitido, pues lo árboles de la Amazonia viven hoy como las nuevas generaciones; crecen rápido y... mueren pronto.";DICOL
gato;Faltar transparencia en una situación.;Voy a pedir la opinión de expertos y mañana les cuento si es que en el decreto hubo gato encerrado para atender los reclamos de las multinacionales.;DICOL
gavilán;Ave rapaz de hasta 25 cm de longitud, plumaje de color castaño rojizo con manchas negras y una franja negra en el extremo de la cola.;Yo soy gavilán primito cuando me enfrento a la presa, soy un toro cimarrón que no lo alcanza la bestia.;DICOL
gazapera;Alboroto o escándalo generalmente producido por una disputa o altercado.;El final del juego donde Nacional clasificó, derivó en una gazapera con un actor principal: el juez, de desastroso trabajo.;DICOL
geba;Novia o amante joven.;Mi geba se encontraba en una mesa, alguien la invitó a bailar, ella no acepta, el hombre se molesta y yo ya con los tragos en la cabeza reaccioné.;DICOL
gelatina;Sustancia natural de sabor dulce y consistencia esponjosa que se prepara hirviendo la pata de res hasta que se disuelve el colágeno y luego se adiciona la panela.;Son representativos los toldos de los vendedores de gelatina de pata en los parques de nuestros municipios.;DICOL
gemelear;Copiar, duplicar cosas como documentos o placas de carros con fines ilícitos.;Los vehículos con mayor riesgo de que les ‘gemeleen’ las placas son los automóviles y camionetas de modelos anteriores al 2000.;DICOL
gente;Ser una persona decente.;Me habían dicho que era un tirano, pero a mí me pareció que el hombre era gente.;DICOL
genuino;Aguardiente casero de caña de azúcar sin refinar.;Con un trago de genuino se le quita este frío.;DICOL
gis;Tiza blanca que se usa para escribir o dibujar sobre diversas superficies.;Aureliano Segundo y José Arcadio Segundo, fueron los primeros que se sentaron en el salón de clases con sus pizarras y sus gises y sus jarritos de aluminio marcados con sus nombres.;DICOL
globo;Estar alguien distraído.;No descarte frases como: 'su hijo vive en la luna', 'se la pasa echando globos' o 'no pone atención'. Una situación de estas mal llevada puede dificultar el aprendizaje del niño.;DICOL
gobiernista;Relativo al gobierno.;El partido gobiernista, magistradas gobiernistas.;DICOL
gocetas;Persona muy alegre y extrovertida, que disfruta en todo momento.;Soy un gocetas de la vida. A mí me gusta de todo, particularmente el deporte.;DICOL
gocho;Referido a una persona o animal, sin orejas o que le falta una oreja.;Ese buey quedó gocho después de meter la cabeza por entre el cercado de púas.;DICOL
golero, ra;En el fútbol y otros deportes, persona que defiende el arco de su equipo.;"El grito retumbó en el estadio; todos agradecían al golero colombiano por su desempeño con el equipo.";DICOL
golfito;Juego similar al golf, que se realiza en un campo de tamaño reducido y con obstáculos artificiales.;A diferencia del golf tradicional, una partida de golfito incluye 19 hoyos.;DICOL
golosa;Juego infantil que consiste en lanzar una piedra sobre un recorrido trazado en el suelo y luego saltar en un solo pie sobre el trazado para recoger la piedra.;Los avances de la tecnología han venido desplazando a los juegos tradicionales como la lleva, golosa, escondidas y ponchados.;DICOL
golpe;Cualquiera de las tres comidas diarias.;Estamos acostumbrados a nuestros tres golpes diarios, y el arrocito con tajadas no puede faltar en ninguno.;DICOL
gomelo;Referido a una persona, que manifiesta gustos de clase social alta en su forma de vestir, hablar y actuar.;La gente a veces se burla de sus gorras gomelas y de su pasado en colegio elitista.;DICOL
gomita;Golosina masticable y blanda hecha con gelatina de color y azúcar.;Siempre tenía gomitas en su casa para comer mientras veía televisión.;DICOL
gomoso;Referido a una persona, que actúa con excesiva ansia por gusto o interés en la realización de algo.;Un gomoso del fútbol creó un juego para computadores que permite seguir la clasificación de los equipos del fútbol colombiano.;DICOL
gordito;Prominencia de tejido grasoso en cintura o muslos.;Lo lamento por los diseñadores porque tendrán que usar más tela para tapar ese gordito del descaderado.;DICOL
gorgorear;Borbotear ruidosamente el agua.;Si observa que las cañerías comienzan a resonar y gorgorear tal vez ya sea hora de realizarle un mantenimiento correctivo.;DICOL
gorobeta;Hambre.;Les dieron el calentado del día anterior y estos iguazos con esa gorobeta de la madrugada se tragaron ese fermento de hongos del pollo.;DICOL
gorobeto;Hambre.;Tengo gorobeto porque no he podido comer nada en todo el día;DICOL
gorra;Hierba de flores blancas y fruto carnoso de color azul cuya raíz tiene usos medicinales.;La ipecacuana de Antioquia es llamada, comúnmente, gorra probablemente por la semejanza de sus flores con sombrero de copa baja y de grandes alas.;DICOL
gota;Sistema de préstamo extorsivo y usurero, al margen de la ley, que hace préstamos a personas necesitadas de dinero que no pueden acceder a préstamos bancarios.;Los primeros prestamistas del sistema 'gota a gota' de los que se tenga referencia en Boyacá llegaron a Duitama hace más de 10 años.;DICOL
goterero;Persona que se aprovecha de las circunstancias para hacerse invitar a tomar bebidas alcohólicas.;El buen goterero debe ser ante todo un tipo amigable y dicharachero.;DICOL
gozadera;Fiesta muy animada con bebidas alcohólicas.;Lo pasamos chévere en ese Carnaval, tremenda gozadera toda la semana.;DICOL
gozarse;Besarse con alguien con quien no se tiene una relación sentimental.;El novio le había jurado que nunca se había gozado con nadie, que él era un tipo de relaciones serias.;DICOL
gozque;Perro que no es de raza y vive en las calle.;Los gozques son esos canes que duermen debajo de las llantas de los carros, comen basura y les sobran las pulgas.;DICOL
grado;Acto que se realiza al finalizar un ciclo académico, en el que se entrega un diploma.;La Universidad cada semestre realiza dos tipos de grado: Ceremonia Solemne y Ventanilla.;DICOL
graficar;Presentar alguna información usando gráficas y tablas.;Para graficar los datos obtenidos se trazan dos líneas perpendiculares entre sí, llamadas eje de abscisas y eje de ordenadas.;DICOL
grama;Hierba de follaje delgado y fino, que se siembra en jardines y canchas deportivas.;El contrato incluye ejecutar obras de paisajismo, además de la instalación de tapetes en grama artificial y natural.;DICOL
gramalote;Tipo de pasto de hasta 2 m de altura, hojas ásperas, largas y delgadas y con vellosidad abundante y flores en espiga de color verde amarillento.;Durante las crecientes en las grandes islas de gramalote, arrastradas por la corriente del río, se ven pequeños mamíferos como el chigüiro.;DICOL
gramilla;Cancha de fútbol.;El tráfico intenso que implican los entrenamientos de equipos profesionales sí afectaría la gramilla del estadio.;DICOL
grande;Crearse un gran problema.;En el postgrado que adelanto se armó la grande cuando me levanté de mi silla para contradecir a quien dictaba la cátedra.;DICOL
grandulón;Referido a una persona joven, más grande de lo que debería según su edad.;¿Ese chino no está muy grandulón como para andar montando en triciclo?;DICOL
greca;Aparato que se usa para preparar el café.;Maestro, qué mal hizo humillando a esa pobre mujer que se gana la vida de banca en banca vendiendo café vaciado de una greca que le quema las espaldas.;DICOL
gremial;Relacionado con el sindicalismo.;Las mejoras salariales y las vacaciones de mitad de año fueron los logros gremiales de este año.;DICOL
grifo;Tener la piel erizada como reacción a un hecho inesperado, o a la sensación de miedo o de frío.;La fruta toca licuarla, aunque se ponga uno grifo cuando mete el banano en la licuadora.;DICOL
grilla;Mujer joven, poco agraciada y fácil, a la que le gustan las fiestas.;Ya todos sus amigos están en pareja, pero hay un amigo soltero que necesita una compañía, ¿a quién puede invitar? ¡Claro!, a su amiga la grilla.;DICOL
grillo;En los gallos de pelea, color rojizo de las plumas.;Ese gallo mío, el grillo, me salió todo un campeón.;DICOL
grima;Tristeza.;"Una ciudad que Salmona lee en tres direcciones: norte especulativo, que da risa por la opulencia de muchas de sus construcciones; centro abandonado y sur que da grima.";DICOL
gringo;Relativo a los Estados Unidos.;Por las medidas de seguridad parece la entrada a una prisión, a la oficina de un magnate o a la embajada gringa.;DICOL
grito;El que usan los trabajadores y agricultores en el campo para comunicarse a pesar de las distancias.;El festival ofrecía los siguientes concursos: de cantos campesinos -décima, canto de vaquería, grito de monte, zafra mortuoria y guapirreo.;DICOL
grosero;Referido a una persona, que dice groserías o tiene un comportamiento altanero.;Un gamincito sucio y grosero insultaba llorando a un policía.;DICOL
gruñido;Referido a una superficie, de apariencia maltratada como resultado de arañazos, mordiscos o desgaste por acción de roce con otra superficie áspera.;Este niño es imprudente, lo mandé por la panela y la trajo toda ruñida, le metió el diente.;DICOL
