modismo;significado;ejemplo;fuente
machucho, cha;Referido a una persona, tacaña o avara.;Pone de relieve la importancia de recuperar la dignidad de un plan que puede parecer sencillo, hasta tacaño o machucho para muchos.;DICOL
machucón;Contusión, generalmente en las puntas de los dedos, a causa de aprisionarlos fuertemente contra algo.;Un machucón no es el más peligroso de los accidentes, pero sí de los más dolorosos.;DICOL
machucón;En el béisbol, golpe suave a la pelota para que haga un desplazamiento corto en el terreno de juego.;Matt Williams disparó un machucón y el barranquillero propició el primer out de la tanda.;DICOL
machín machón;Juego de parques infantiles que consiste en una barra sujeta al suelo por un eje central, que permite subir y bajar alternativamente a quienes se sitúan en cada extremo para balancearse.;Con brochas en mano y pintura de colores amarillo y azul, el grupo de empresarios fue dándole otro aspecto a la rueda, el 'machín-machón' y el resbaladero;DICOL
macoco;Machete corto usado por los trabajadores de Baranoa, Magdalena, para laborar en el campo en actividades de siembra y cultivo.;!Y teniendo en la mano un macoco, fuera yo hasta capaz de comerme crudos mis caimanes!;DICOL
macojarto;Referido a una persona, tonta o de poco entendimiento.;;DICOL
macondiano;Referido a la novela de Gabriel García Márquez, universo referido a Macondo, pueblo de Cien años de soledad.;En estas últimas obras siguen apareciendo los rasgos macondianos, y en particular el tópico del paisaje como aire calcinante en un hecho inevitable de su expresión.;DICOL
macondiano;Situación de apariencia fantástica o increíble, pero de naturaleza real.;Lamento que en la Nacional, en un acto macondiano, se haya caído hasta el edificio sede de arquitectura en Bogotá.;DICOL
macondo;Árbol frondoso parecido a la ceiba, que puede alcanzar hasta los 40 m de altura, de hojas grandes y flores rojizas, cuya madera se emplea en la fabricación de canoas.;Un árbol de macondo, en cuyo nombre se inspiró Gabriel García Márquez para dar vida al pueblo donde transcurre el devenir de la afamada obra, Cien años de soledad.;DICOL
macuco;Referido a una persona, de cuerpo grueso, formas toscas y baja estatura.;"Él podría ponerse a dieta porque está muy macuco; al ser tan bajo, no le favorece semejante corpulencia.";DICOL
macumba;Hechizo o brujería con la que se pretende perjudicar a una persona.;La exesposa del jugador comentó incluso que ya estaba haciéndole una macumba para que, además, perdiera por completo su vigor sexual.;DICOL
madera;Agredirse verbalmente con otra persona.;He de confesar que disfruté el debate, hubo de todo y para todos los gustos. Se dieron madera. Las ideas, opiniones, críticas y reprimendas volaron durante el último mes como avispero alborotado.;DICOL
madrazo;Insulto que se dice a una persona, nombrándole irrespetuosamente su madre.;Esta caleña es buena conductora aunque es capaz de echar un madrazo cuando alguien le hace alguna maniobra en su camino.;DICOL
madre;Dirigir insultos contra la madre de una persona para ofenderla.;Bogotanos le 'echaron la madre' a la estrella de fútbol por no respetar a las mujeres.;DICOL
madre;Expresión que se usa para ofender a alguien nombrándole su madre.;;DICOL
madre;Técnica de atención al recién nacido prematuro o muy bajo de peso que se fundamenta en el contacto entre la madre y el bebé a través de la piel.;El Método Madre Canguro (MMC) permite una utilización más racional y económica de los recursos disponibles para el cuidado de estos niños tan frágiles.;DICOL
madre;Parte más profunda de un río.;Vamos a hacer clavados a la madre del río, acá está muy pando y nos podemos pegar muy duro.;DICOL
madre;Ser condescendiente y bondadoso con los demás.;Ya empezaban a ser abusivos con el trato y a dejar de hacer las labores porque el jefe era una madre con ellos.;DICOL
madrear;Insultar a alguien con groserías o palabras soeces.;Según ellos Brasil no le ganó a Colombia, a Colombia la sacó el juez español al que 'madrearon'.;DICOL
madrina;En una manada de ganado, res o grupo de reses mansas que sirven para reunir o guiar al resto de animales, especialmente a los bravíos.;El coleo nació en los trabajos del llano apartando del rodeo a la madrina, bien fuera toro o vaca.;DICOL
madrina;Lote de ganado caballar o vacuno.;Había un toro sieteañero, bravo, señor de la madrina, que volteaba buscando al enemigo.;DICOL
madrinero;Referido a una persona o animal que reúne y guía al ganado.;Ese es el caso del buey madrinero que afortunadamente aún está vigente en la ganadería tradicional llanera de Colombia y Venezuela.;DICOL
madurar;Referido a una persona, comportarse como un adulto, siendo aún un niño.;Programan reinados infantiles y hacen de estos parte del 'folclor de la feria', y tantas excusas con que se justifica aquí y allá el abuso de creer que es gracioso madurar biche a la niñez.;DICOL
maduraverde;Árbol que alcanza los 30 m de altura, tronco con corteza grisácea que presenta un látex blanco sin sabor, hojas moradas helicoidales al madurar se tornan verde amarillento, baya redonda comestible, de uso maderable y medicinal.;Sin embargo, por sus colores, en algunos lugares la denominan caimo morado y en otros la conocen con el muy diciente nombre de 'madura verde'.;DICOL
maduraverde;Baya redonda de color morado, de consistencia carnosa que contiene de 3 a 10 semillas.;Allí se encuentra y se consume una gran variedad de frutas como el merey o marañon, el maduraverde o caimito, la piña, etc.;DICOL
maduro;Tipo de plátano de forma alargada y curva, de cáscara amarilla y pulpa blanda y amarillenta que se come crudo.;;DICOL
mafafa;Planta que se cultiva en climas cálidos, de hojas grandes y acorazonadas que nacen del suelo, cuya raíz es comestible.;Los tubérculos son para comer como carne, cuando no se tiene qué comer. Si está la mafafa, la preparan y ya se quitó el hambre.;DICOL
mafafa;Tubérculo comestible de esta planta, parecida a la yuca.;El hombre que tiene más hijos que una mata de mafafa.;DICOL
mafufo;Variedad de plátano pequeño y grueso de cáscara de color verde intenso, que se usa en la preparación de sopas y otros platos.;Al menos dos toneladas de plátano hartón y mafufo llegan en canoas todos los días desde las 5 de la mañana.;DICOL
maguaré;Instrumento tradicional de percusión, hecho de un tronco hueco, que sirve para fines rituales o para transmitir noticias entre distintos pueblos de la Amazonía.;;DICOL
maguey;Planta de hojas gruesas y carnosas que parecen pencas, cuya fibra se utiliza en la industrial textil.;;DICOL
maguey;Fibra vegetal que se obtiene de esta planta.;El uso del algodón alcanza una gran expresión en la mochila que nunca falta en la indumentaria wayúu. Se teje en crochet o ganchillo, con la fibra del maguey y el algodón;DICOL
magíster;Maestría, estudios que se hacen después de terminar el programa profesional universitario y tienen una duración de dos años.;La estructura curricular del magíster se conforma de cuatro semestres en los que se desarrolla en primera instancia, un grupo de materias básicas.;DICOL
magíster;Título que se obtiene luego de estudiar una maestría.;El título que dan las universidades a quienes se gradúan en la maestría es magíster o magistra, si se trata de una mujer.;DICOL
maicera;Terreno plantado de maíz.;Donde se fumigaron los platanales, las yuqueras y las maiceras todo se perdió y hasta siete personas murieron por culpa de las fumigaciones.;DICOL
maicerada;Actitud o acción propia del maicero o antioqueño.;Esa fórmula suya doctor - si usted perdona- es una utopía, un tropicalismo, una maicerada.;DICOL
maicero;Relativo a la región de Antioquia.;Charras, charrísimas, maiceras hasta las cachas le parecían Mina y Nieves.;DICOL
majada;Corral amplio en donde el ganado puede descansar y pastar y que es de mayores proporciones que el reservado para las vacas de ordeño.;Lecherito mañanero que vienes de la majada, con el cántaro de leche blanquita como un lucero.;DICOL
majagua;Árbol de hasta 20 m de altura, de copa extendida y frondoso que se cultiva en climas cálidos, cuya madera y fibra vegetal se usan para la industria textil.;Las fibras obtenidas de la majagua son utilizadas por los pobladores de San Basilio para la fabricación de mochilas para el transporte y cuerdas.;DICOL
majagua;Fibra vegetal que se obtiene de este árbol.;;DICOL
majayucas;Persona, tonta o de poco entendimiento.;Este majayucas hace todo mal. Le dije que amarrara la bestia y mírela, ahí suelta.;DICOL
majiña;Hormiga pequeña, de color rojo y de fuerte picadura.;Las majiñas se suelen encontrar en los árboles que crecen a la orilla de los caños.;DICOL
majuana;Sopa similar a la mazamorra que se prepara con guandul, yuca, panela y leche de coco especialmente en Semana Santa.;La escritora y chef cartagenera habla sobre la majuana, pero hecha con fríjoles blancos de cabecita negra y plátano maduro.;DICOL
majule;Sopa espesa hecha con plátano maduro, leche y cuajada.;Un plato típico para la comunidad araucana es el majule, consumido como sopa o bebida,;DICOL
mal;Enfermedad intestinal, diarrea.;Si presenta alguno de los siguientes síntomas, pudo haber ingerido licor adulterado: un mareo inusual, dolor de cabeza o mal de estómago.;DICOL
mal;Superstición que consiste en transmitir males, desgracias y enfermedades a través de la mirada.;Según antiguas creencias, la persona capaz de transmitir el mal de ojo no podía mirarse en ninguna superficie en la que se reflejara su rostro, porque podría hacerse daño a sí misma.;DICOL
malamañoso;Referido a una persona, ladrona;Pero a un gobernador no le bastan sus buenas intenciones y sus atributos estando la política guiada, como en efecto lo está, por prácticas dañosas y protagonistas malamañosos.;DICOL
malandrín;Delincuente.;Llega la Policía y sorprende a un malandrín en plena acción.;DICOL
malanga;Planta que se cultiva en climas cálidos, de hojas grandes y acorazonadas que nacen del suelo, cuya raíz es comestible.;La malanga es una planta herbácea de tallo subterráneo del cual se desprenden ramificaciones de pulpa blanca o morada.;DICOL
malanga;Tubérculo comestible de esta planta, parecida a la yuca.;De gran exquisitez es la malangada, un apetecido plato de malanga cocida y machacada con guiso de gallina criolla.;DICOL
maldadoso;Referido a una persona, que acostumbra a hacer bromas pesadas o travesuras.;Era el más recocha de la mina, el más maldadoso. Le encantaba untarnos de barro en la ropa y luego se reía.;DICOL
maldadoso;Referido a una persona o cosa, malintencionada.;Mañana mismo lo denuncio y si tiene alguna prueba que me denuncie a la Fiscalía o la Procuraduría, pero no sea maldadoso.;DICOL
maldecido;Referido a una persona, que comete faltas imperdonables.;;DICOL
maldingo;Referido a algo o a alguien, que es o está maldito.;Todo salió mal gracias a los amigos. Mejor dicho, para esa gracia, maldinga gracia y con amigos así para que enemigos.;DICOL
maldormido;Referido a una persona, que ha tenido una relación sexual la noche anterior.;Los recién casados siempre viven maldormidos, por es no van al monte a realizar labores del campo porque atraen malas energías.;DICOL
malecón;Camino ubicado de manera paralela a la orilla del mar o un río en el que las personas suelen transitar o pasear.;Un espacio público donde es posible caminar por zonas verdes es el malecón de la avenida del río Magdalena, en la isla de La Loma.;DICOL
malencarado;Persona grosera, agresiva y de modales toscos.;;DICOL
maleta;Referido a una persona, torpe, incapaz de hacer algo.;;DICOL
maleta;Especie de bolso hecho de un material resistente y un diseño particular, con correas para cargar en la mano o en la espalda, en la que los estudiantes guardan sus útiles escolares.;El niño llevaba portaminas y una lonchera, que guardó en un espacio que su mamá le adaptó en la misma maleta.;DICOL
maletero;Hombre que tiene como oficio llevar las maletas o el equipaje de los viajeros en los aeropuertos o terminales de transporte.;Los 'maleteros' ya volvieron al aeropuerto El Dorado. Lograron regresar a operaciones luego de varios meses y de firmar acuerdos con las autoridades.;DICOL
