palabra;significado;ejemplo;fuente
líchigo, ga;Referido a una persona, tacaña.;¡Qué líchiga! No quiso prestarme para pagar el bus.;AcademiaColombianaLengua
macambo;Variedad del árbol del cacao, de hasta 12 m de altura, hoja oblonga alargada, inflorescencia roja de pétalos largos, y fruto comestible.;El macambo es un tipo de cacao que se encuentra en la Amazonía colombiana y también la podemos apreciar en el Perú.;AcademiaColombianaLengua
macancán;Hombre alto, corpulento y fuerte.;Es importante resaltar que por regla general en las fiestas hay muchísimos tipos, de esos macancanes fornidos y muy pocas mujeres.;AcademiaColombianaLengua
maceta;Conjunto de dulces hechos a base de agua y azúcar, adornados con tiras de papel de diversos colores y colgados en un palo de bambú, que los padrinos obsequian a sus ahijados en su día.;Hasta el último año de mi bachillerato me regalaron macetas. No iba a la colina, pero me gustaba sentarme a saborear el dulce. Hoy mis nietos son los que disfrutan de esta tradición.;AcademiaColombianaLengua
machaca;Insecto de hasta 10 cm de longitud, de cuerpo y alas con manchas café, gris y naranja, de cabeza prominente y con un punzón con el que pica.;El barranquillero añadió que la leyenda rezaba que la picadura de machaca sólo se curaba haciendo el amor, y que sólo el acto sexual era la salvación.;AcademiaColombianaLengua
machera;Persona, cosa o situación que agradan mucho.;Usted es una machera, lo felicito, permítame decirle que sus apuntes son la berraquera.;AcademiaColombianaLengua
macheta;Machete corto de hoja ancha y cabo en madera o material sintético usado para labores del campo y como arma blanca.;Con la macheta en forma de zig zag se abre paso entre los matorrales.;AcademiaColombianaLengua
machetajo;Pez marino o de agua dulce, perteneciente al grupo de los róbalos, de cuerpo delgado color plateado, aletas pectorales más cortas que las aletas pélvicas, y una línea lateral que se extiende hasta la cola.;Ejemplo no encontrado.;AcademiaColombianaLengua
machetazo;Definición no encontrada.;Ejemplo no encontrado.;AcademiaColombianaLengua
machete;Papel escrito que se consulta de manera oculta durante una prueba o examen.;Los que no tienen idea o los conocimientos suficientes para afrontar el test, tratan de ubicarse en el salón cerca de la persona que ‘sabe’ o acuden a la magia del ‘machete’.;AcademiaColombianaLengua
machetear;Realizar un trabajo sin cuidado y esmero, por lo general, reduciéndolo considerablemente.;Macheteó tanto el artículo científico que ni siquiera incluyó toda la bibliografía citada.;AcademiaColombianaLengua
machetero;Referido a una persona, que realiza trabajos imperfectos o hace las cosas sin esmero.;Ejemplo no encontrado.;AcademiaColombianaLengua
machiro;Referido a una caballería, difícil de adiestrar o con resabios o mañas.;Canto leyendas de jinetear un caballo machiro y sin madrinero, de inundaciones en julio o de verano en enero.;AcademiaColombianaLengua
macho;Referido a algo, intenso o de grandes proporciones.;¡Qué frío tan macho! En los últimos días los bogotanos han tenido que andar y dormir más abrigados de lo normal.;AcademiaColombianaLengua
machorrucio;Sopa hecha de maíz pelado y triturado.;Como platos en hogar campesino pueden citarse el machorrucio, agradable sopa de maíz con cierto parecido a la colada de chócolo.;AcademiaColombianaLengua
machucante;Amante o compañero sexual, que se mantiene oculto socialmente.;Este militar duró más de dos años como machucante oficial y después, con mucha visión política, terminó de suministrador de hombres a su antigua amante.;AcademiaColombianaLengua
machucar;Aprisionar fuertemente los dedos u otra parte del cuerpo hasta lastimarlos.;Me precipité tanto que dejé dos dedos expuestos y yo mismo me los machuqué con la puerta.;AcademiaColombianaLengua
machucho;Plato preparado en caldero, a base de arroz, con carne o pescado, yuca, ñame, plátano y cebolla.;Las comidas típicas de la región [Guarandá-Sucre] son la viuda de pescado, machucho de carne salada y el famoso sancocho de gallina.;AcademiaColombianaLengua
machucho, cha;Referido a una persona, que realiza trabajos imperfectos o hace las cosas sin esmero.;Ejemplo no encontrado.;AcademiaColombianaLengua
machucón;Contusión, generalmente en las puntas de los dedos, a causa de aprisionarlos fuertemente contra algo.;Un machucón no es el más peligroso de los accidentes, pero sí de los más dolorosos.;AcademiaColombianaLengua
machín machón;Juego de parques infantiles que consiste en una barra sujeta al suelo por un eje central, que permite subir y bajar alternativamente a quienes se sitúan en cada extremo para balancearse.;Con brochas en mano y pintura de colores amarillo y azul, el grupo de empresarios fue dándole otro aspecto a la rueda, el 'machín-machón' y el resbaladero;AcademiaColombianaLengua
macoco;Machete corto usado por los trabajadores de Baranoa, Magdalena, para laborar en el campo en actividades de siembra y cultivo.;!Y teniendo en la mano un macoco, fuera yo hasta capaz de comerme crudos mis caimanes!;AcademiaColombianaLengua
macojarto;Referido a una persona, tonta o de poco entendimiento.;Ejemplo no encontrado.;AcademiaColombianaLengua
macondiano;Referido a la novela de Gabriel García Márquez, universo referido a Macondo, pueblo de Cien años de soledad.;En estas últimas obras siguen apareciendo los rasgos macondianos, y en particular el tópico del paisaje como aire calcinante en un hecho inevitable de su expresión.;AcademiaColombianaLengua
macondo;Árbol frondoso parecido a la ceiba, que puede alcanzar hasta los 40 m de altura, de hojas grandes y flores rojizas, cuya madera se emplea en la fabricación de canoas.;Un árbol de macondo, en cuyo nombre se inspiró Gabriel García Márquez para dar vida al pueblo donde transcurre el devenir de la afamada obra, Cien años de soledad.;AcademiaColombianaLengua
macuco;Referido a una persona, de cuerpo grueso, formas toscas y baja estatura.;"Él podría ponerse a dieta porque está muy macuco; al ser tan bajo, no le favorece semejante corpulencia.";AcademiaColombianaLengua
macumba;Hechizo o brujería con la que se pretende perjudicar a una persona.;La exesposa del jugador comentó incluso que ya estaba haciéndole una macumba para que, además, perdiera por completo su vigor sexual.;AcademiaColombianaLengua
madera;Definición no encontrada.;Ejemplo no encontrado.;AcademiaColombianaLengua
madrazo;Insulto que se dice a una persona, nombrándole irrespetuosamente su madre.;Esta caleña es buena conductora aunque es capaz de echar un madrazo cuando alguien le hace alguna maniobra en su camino.;AcademiaColombianaLengua
madre;Definición no encontrada.;Ejemplo no encontrado.;AcademiaColombianaLengua
madrear;Insultar a alguien con groserías o palabras soeces.;Según ellos Brasil no le ganó a Colombia, a Colombia la sacó el juez español al que 'madrearon'.;AcademiaColombianaLengua
madrina;En una manada de ganado, res o grupo de reses mansas que sirven para reunir o guiar al resto de animales, especialmente a los bravíos.;El coleo nació en los trabajos del llano apartando del rodeo a la madrina, bien fuera toro o vaca.;AcademiaColombianaLengua
madrinero;Referido a una persona o animal que reúne y guía al ganado.;Ese es el caso del buey madrinero que afortunadamente aún está vigente en la ganadería tradicional llanera de Colombia y Venezuela.;AcademiaColombianaLengua
madurar;Definición no encontrada.;Ejemplo no encontrado.;AcademiaColombianaLengua
maduraverde;Árbol que alcanza los 30 m de altura, tronco con corteza grisácea que presenta un látex blanco sin sabor, hojas moradas helicoidales al madurar se tornan verde amarillento, baya redonda comestible, de uso maderable y medicinal.;Sin embargo, por sus colores, en algunos lugares la denominan caimo morado y en otros la conocen con el muy diciente nombre de 'madura verde'.;AcademiaColombianaLengua
maduro;Tipo de plátano de forma alargada y curva, de cáscara amarilla y pulpa blanda y amarillenta que se come crudo.;Ejemplo no encontrado.;AcademiaColombianaLengua
mafafa;Planta que se cultiva en climas cálidos, de hojas grandes y acorazonadas que nacen del suelo, cuya raíz es comestible.;Los tubérculos son para comer como carne, cuando no se tiene qué comer. Si está la mafafa, la preparan y ya se quitó el hambre.;AcademiaColombianaLengua
mafufo;Variedad de plátano pequeño y grueso de cáscara de color verde intenso, que se usa en la preparación de sopas y otros platos.;Al menos dos toneladas de plátano hartón y mafufo llegan en canoas todos los días desde las 5 de la mañana.;AcademiaColombianaLengua
magiña;Definición no encontrada.;Ejemplo no encontrado.;AcademiaColombianaLengua
maguaré;Instrumento tradicional de percusión, hecho de un tronco hueco, que sirve para fines rituales o para transmitir noticias entre distintos pueblos de la Amazonía.;Ejemplo no encontrado.;AcademiaColombianaLengua
maguey;Planta de hojas gruesas y carnosas que parecen pencas, cuya fibra se utiliza en la industrial textil.;Ejemplo no encontrado.;AcademiaColombianaLengua
magíster;Maestría, estudios que se hacen después de terminar el programa profesional universitario y tienen una duración de dos años.;La estructura curricular del magíster se conforma de cuatro semestres en los que se desarrolla en primera instancia, un grupo de materias básicas.;AcademiaColombianaLengua
maicera;Terreno plantado de maíz.;Donde se fumigaron los platanales, las yuqueras y las maiceras todo se perdió y hasta siete personas murieron por culpa de las fumigaciones.;AcademiaColombianaLengua
maicerada;Actitud o acción propia del maicero o antioqueño.;Esa fórmula suya doctor - si usted perdona- es una utopía, un tropicalismo, una maicerada.;AcademiaColombianaLengua
maicero;Relativo a la región de Antioquia.;Charras, charrísimas, maiceras hasta las cachas le parecían Mina y Nieves.;AcademiaColombianaLengua
majada;Corral amplio en donde el ganado puede descansar y pastar y que es de mayores proporciones que el reservado para las vacas de ordeño.;Lecherito mañanero que vienes de la majada, con el cántaro de leche blanquita como un lucero.;AcademiaColombianaLengua
majagua;Árbol de hasta 20 m de altura, de copa extendida y frondoso que se cultiva en climas cálidos, cuya madera y fibra vegetal se usan para la industria textil.;Las fibras obtenidas de la majagua son utilizadas por los pobladores de San Basilio para la fabricación de mochilas para el transporte y cuerdas.;AcademiaColombianaLengua
majayucas;Persona, tonta o de poco entendimiento.;Este majayucas hace todo mal. Le dije que amarrara la bestia y mírela, ahí suelta.;AcademiaColombianaLengua
majiña;Hormiga pequeña, de color rojo y de fuerte picadura.;Las majiñas se suelen encontrar en los árboles que crecen a la orilla de los caños.;AcademiaColombianaLengua
majuana;Sopa similar a la mazamorra que se prepara con guandul, yuca, panela y leche de coco especialmente en Semana Santa.;La escritora y chef cartagenera habla sobre la majuana, pero hecha con fríjoles blancos de cabecita negra y plátano maduro.;AcademiaColombianaLengua
majule;Sopa espesa hecha con plátano maduro, leche y cuajada.;Un plato típico para la comunidad araucana es el majule, consumido como sopa o bebida,;AcademiaColombianaLengua
mal;Definición no encontrada.;Ejemplo no encontrado.;AcademiaColombianaLengua
malamañoso;Referido a una persona, ladrona;Pero a un gobernador no le bastan sus buenas intenciones y sus atributos estando la política guiada, como en efecto lo está, por prácticas dañosas y protagonistas malamañosos.;AcademiaColombianaLengua
malandro;Definición no encontrada.;Ejemplo no encontrado.;AcademiaColombianaLengua
malandrín;Delincuente.;Llega la Policía y sorprende a un malandrín en plena acción.;AcademiaColombianaLengua
malanga;Planta que se cultiva en climas cálidos, de hojas grandes y acorazonadas que nacen del suelo, cuya raíz es comestible.;La malanga es una planta herbácea de tallo subterráneo del cual se desprenden ramificaciones de pulpa blanca o morada.;AcademiaColombianaLengua
malangay;Definición no encontrada.;Ejemplo no encontrado.;AcademiaColombianaLengua
maldadoso;Referido a una persona, que acostumbra a hacer bromas pesadas o travesuras.;Era el más recocha de la mina, el más maldadoso. Le encantaba untarnos de barro en la ropa y luego se reía.;AcademiaColombianaLengua
maldecido;Referido a una persona, que comete faltas imperdonables.;Ejemplo no encontrado.;AcademiaColombianaLengua
maldingo;Referido a algo o a alguien, que es o está maldito.;Todo salió mal gracias a los amigos. Mejor dicho, para esa gracia, maldinga gracia y con amigos así para que enemigos.;AcademiaColombianaLengua
maldormido;Referido a una persona, que ha tenido una relación sexual la noche anterior.;Los recién casados siempre viven maldormidos, por es no van al monte a realizar labores del campo porque atraen malas energías.;AcademiaColombianaLengua
